subscription_id,user_id,plan,billing_period,amount,payment_method,subscription_date,renewal_date,status
sub_df374686,user_00385,Basic,monthly,49000,debit_card,2026-03-25,2026-04-24,cancelled
sub_b314bbf7,user_00386,Basic,monthly,49000,e_wallet,2026-01-19,2026-02-18,active
sub_87f2ad75,user_00387,Premium,annual,1199000,credit_card,2026-01-06,2027-01-06,active
sub_2793f562,user_00390,Premium,monthly,119000,debit_card,2025-04-29,2025-05-29,active
sub_d7ba749c,user_00391,Basic,annual,499000,bank_transfer,2025-05-20,2026-05-20,active
sub_6f09657d,user_00392,Standard,monthly,79000,credit_card,2025-08-25,2025-09-24,active
sub_3f554c51,user_00393,Premium,monthly,119000,credit_card,2025-04-23,2025-05-23,active
sub_ead25562,user_00394,Basic,annual,499000,bank_transfer,2025-06-13,2026-06-13,active
sub_90ea573b,user_00396,Premium,annual,1199000,credit_card,2025-09-03,2026-09-03,expired
sub_29fba34e,user_00398,Standard,monthly,79000,credit_card,2025-11-28,2025-12-28,active
sub_de76aae1,user_00400,Basic,annual,499000,e_wallet,2025-11-10,2026-11-10,active
sub_e7ae225d,user_00402,Basic,monthly,49000,credit_card,2025-10-16,2025-11-15,active
sub_348895ca,user_00403,Basic,annual,499000,bank_transfer,2026-02-05,2027-02-05,cancelled
sub_be742c21,user_00404,Standard,annual,799000,debit_card,2026-04-06,2027-04-06,active
sub_92afeffe,user_00406,Basic,annual,499000,bank_transfer,2025-12-17,2026-12-17,cancelled
sub_0b97da92,user_00407,Basic,monthly,49000,e_wallet,2026-02-02,2026-03-04,active
sub_f72437b5,user_00411,Standard,monthly,79000,bank_transfer,2025-09-28,2025-10-28,active
sub_5ed8d5cd,user_00412,Premium,annual,1199000,credit_card,2025-12-16,2026-12-16,cancelled
sub_ae203056,user_00414,Basic,monthly,49000,e_wallet,2026-01-29,2026-02-28,cancelled
sub_52fe878c,user_00416,Premium,monthly,119000,bank_transfer,2025-10-10,2025-11-09,expired
sub_ef7f89eb,user_00420,Standard,annual,799000,credit_card,2025-11-06,2026-11-06,active
sub_feb1ae68,user_00422,Premium,annual,1199000,credit_card,2026-02-20,2027-02-20,active
sub_feb2fdf3,user_00424,Standard,annual,799000,e_wallet,2026-01-21,2027-01-21,cancelled
sub_ab0b371d,user_00425,Standard,annual,799000,debit_card,2025-04-15,2026-04-15,expired
sub_acef29c6,user_00427,Basic,annual,499000,credit_card,2025-07-24,2026-07-24,cancelled
sub_f9d40757,user_00428,Basic,annual,499000,debit_card,2025-07-13,2026-07-13,cancelled
sub_1bdef9ce,user_00430,Premium,monthly,119000,e_wallet,2025-09-15,2025-10-15,expired
sub_3cffca55,user_00431,Premium,monthly,119000,debit_card,2025-05-11,2025-06-10,active
sub_c37925a5,user_00432,Standard,annual,799000,debit_card,2026-03-09,2027-03-09,active
sub_308d342e,user_00434,Premium,monthly,119000,credit_card,2025-11-18,2025-12-18,active
sub_7443e5f9,user_00436,Standard,annual,799000,e_wallet,2025-07-04,2026-07-04,cancelled
sub_f139572c,user_00437,Standard,annual,799000,credit_card,2025-10-07,2026-10-07,active
sub_52409465,user_00438,Premium,annual,1199000,e_wallet,2025-07-11,2026-07-11,cancelled
sub_4c8dc4f3,user_00439,Standard,monthly,79000,debit_card,2026-02-03,2026-03-05,cancelled
sub_71bfd710,user_00441,Premium,annual,1199000,credit_card,2025-12-12,2026-12-12,active
sub_1311812d,user_00442,Standard,monthly,79000,e_wallet,2026-01-19,2026-02-18,expired
sub_7f0c8dd5,user_00443,Standard,annual,799000,e_wallet,2026-04-09,2027-04-09,active
sub_90ccd8a6,user_00446,Basic,monthly,49000,bank_transfer,2025-06-23,2025-07-23,active
sub_093abb02,user_00449,Basic,monthly,49000,bank_transfer,2025-07-05,2025-08-04,active
sub_906db2e1,user_00453,Premium,annual,1199000,bank_transfer,2025-12-30,2026-12-30,expired
sub_0ba6b090,user_00455,Basic,annual,499000,debit_card,2026-01-30,2027-01-30,active
sub_0d7f9cd0,user_00456,Premium,annual,1199000,bank_transfer,2026-01-09,2027-01-09,cancelled
sub_2014646c,user_00458,Premium,annual,1199000,e_wallet,2025-09-15,2026-09-15,active
sub_48be9f25,user_00459,Premium,annual,1199000,bank_transfer,2026-02-07,2027-02-07,expired
sub_20c80790,user_00461,Basic,monthly,49000,e_wallet,2025-05-11,2025-06-10,active
sub_ec5e380e,user_00462,Standard,monthly,79000,bank_transfer,2026-02-05,2026-03-07,active
sub_927d1290,user_00465,Premium,annual,1199000,bank_transfer,2025-06-13,2026-06-13,expired
sub_77825cb4,user_00466,Basic,annual,499000,credit_card,2025-10-15,2026-10-15,active
sub_fc151459,user_00467,Premium,annual,1199000,e_wallet,2025-10-02,2026-10-02,active
sub_54652ae6,user_00468,Premium,monthly,119000,e_wallet,2025-12-19,2026-01-18,active
sub_fec33549,user_00469,Standard,annual,799000,e_wallet,2025-11-16,2026-11-16,active
sub_3ded97d6,user_00470,Standard,monthly,79000,bank_transfer,2025-04-22,2025-05-22,active
sub_d8018c42,user_00471,Premium,monthly,119000,credit_card,2025-04-28,2025-05-28,active
sub_3569c2ff,user_00472,Basic,monthly,49000,debit_card,2025-05-23,2025-06-22,active
sub_ec4924b1,user_00473,Premium,monthly,119000,credit_card,2025-08-27,2025-09-26,expired
sub_706f62de,user_00474,Standard,monthly,79000,credit_card,2025-09-06,2025-10-06,cancelled
sub_8bc80f6b,user_00475,Basic,monthly,49000,debit_card,2026-01-04,2026-02-03,active
sub_50b6bacb,user_00476,Premium,annual,1199000,bank_transfer,2025-06-29,2026-06-29,active
sub_7690d1e6,user_00477,Premium,monthly,119000,credit_card,2025-07-10,2025-08-09,active
sub_6531a883,user_00478,Basic,monthly,49000,e_wallet,2025-07-19,2025-08-18,active
sub_ecfb4219,user_00479,Basic,annual,499000,bank_transfer,2025-04-27,2026-04-27,cancelled
sub_f7d9416d,user_00481,Standard,annual,799000,e_wallet,2026-03-07,2027-03-07,expired
sub_f1edee3c,user_00482,Basic,monthly,49000,e_wallet,2026-01-14,2026-02-13,cancelled
sub_4574887f,user_00483,Premium,annual,1199000,credit_card,2025-09-08,2026-09-08,expired
sub_d79a003b,user_00484,Standard,monthly,79000,debit_card,2025-07-03,2025-08-02,active
sub_b0265809,user_00485,Basic,monthly,49000,bank_transfer,2025-04-14,2025-05-14,active
sub_727c80a8,user_00486,Standard,annual,799000,debit_card,2025-04-26,2026-04-26,active
sub_1f28aa6d,user_00487,Standard,annual,799000,bank_transfer,2025-08-29,2026-08-29,active
sub_6654afcc,user_00488,Basic,monthly,49000,debit_card,2025-05-11,2025-06-10,active
sub_0fad1569,user_00489,Premium,annual,1199000,e_wallet,2025-09-05,2026-09-05,expired
sub_250bcb70,user_00491,Premium,annual,1199000,e_wallet,2025-06-18,2026-06-18,active
sub_8cb69ead,user_00492,Premium,annual,1199000,debit_card,2025-08-26,2026-08-26,active
sub_36d90f5c,user_00493,Standard,annual,799000,e_wallet,2025-06-16,2026-06-16,expired
sub_2ed6ef6a,user_00494,Standard,monthly,79000,credit_card,2025-07-20,2025-08-19,active
sub_56e444d5,user_00497,Standard,annual,799000,debit_card,2025-11-20,2026-11-20,expired
sub_3bfebc56,user_00498,Premium,monthly,119000,bank_transfer,2026-04-04,2026-05-04,cancelled
sub_687c0c93,user_00499,Standard,monthly,79000,debit_card,2025-08-12,2025-09-11,active
sub_1b4fc956,user_00502,Basic,annual,499000,e_wallet,2025-08-29,2026-08-29,active
sub_101fee8f,user_00503,Premium,annual,1199000,bank_transfer,2025-12-26,2026-12-26,active
sub_3a401488,user_00505,Standard,annual,799000,credit_card,2025-12-15,2026-12-15,active
sub_40c4f567,user_00506,Premium,annual,1199000,debit_card,2025-09-21,2026-09-21,active
sub_8ca416bb,user_00507,Premium,annual,1199000,bank_transfer,2026-02-04,2027-02-04,active
sub_fd97c36a,user_00509,Premium,monthly,119000,debit_card,2025-04-14,2025-05-14,active
sub_95b010c7,user_00510,Premium,annual,1199000,e_wallet,2025-04-15,2026-04-15,active
sub_98d60127,user_00511,Premium,monthly,119000,e_wallet,2026-02-27,2026-03-29,active
sub_6f6b7e0e,user_00512,Standard,monthly,79000,e_wallet,2025-10-20,2025-11-19,active
sub_e8c577f7,user_00513,Premium,monthly,119000,debit_card,2025-12-12,2026-01-11,expired
sub_6f91ba06,user_00514,Premium,monthly,119000,e_wallet,2025-05-10,2025-06-09,expired
sub_95b1718f,user_00515,Basic,annual,499000,debit_card,2026-03-03,2027-03-03,expired
sub_3fd89cbb,user_00516,Basic,monthly,49000,e_wallet,2025-12-04,2026-01-03,cancelled
sub_aa9a3323,user_00518,Premium,annual,1199000,credit_card,2025-12-06,2026-12-06,active
sub_c0ae6f5b,user_00519,Premium,monthly,119000,debit_card,2025-10-19,2025-11-18,active
sub_f8fd420d,user_00520,Basic,annual,499000,debit_card,2026-03-26,2027-03-26,active
sub_2ebda659,user_00522,Standard,monthly,79000,debit_card,2025-12-06,2026-01-05,expired
sub_cdd4353f,user_00523,Basic,monthly,49000,e_wallet,2025-06-14,2025-07-14,active
sub_c484c12a,user_00524,Premium,monthly,119000,debit_card,2025-11-20,2025-12-20,active
sub_765afde5,user_00525,Standard,monthly,79000,debit_card,2025-10-15,2025-11-14,expired
sub_618b2c47,user_00526,Standard,monthly,79000,bank_transfer,2026-03-13,2026-04-12,active
sub_e5a0909d,user_00528,Basic,annual,499000,bank_transfer,2025-05-17,2026-05-17,expired
sub_fc958abc,user_00529,Basic,monthly,49000,e_wallet,2025-06-10,2025-07-10,expired
sub_22fba183,user_00530,Premium,annual,1199000,e_wallet,2026-01-30,2027-01-30,active
sub_f03b8cdf,user_00531,Basic,monthly,49000,bank_transfer,2025-05-19,2025-06-18,active
sub_31b1757e,user_00532,Standard,monthly,79000,e_wallet,2026-01-15,2026-02-14,active
sub_13061961,user_00533,Premium,annual,1199000,credit_card,2025-08-21,2026-08-21,cancelled
sub_83edbc62,user_00535,Standard,annual,799000,debit_card,2025-04-25,2026-04-25,expired
sub_73ae4cbf,user_00537,Standard,monthly,79000,bank_transfer,2026-03-14,2026-04-13,active
sub_afbe33eb,user_00538,Premium,monthly,119000,e_wallet,2025-11-04,2025-12-04,cancelled
sub_0612a7b5,user_00539,Premium,annual,1199000,credit_card,2025-05-30,2026-05-30,active
sub_24bf14cb,user_00540,Premium,monthly,119000,bank_transfer,2026-02-11,2026-03-13,active
sub_5a6341fb,user_00542,Premium,monthly,119000,e_wallet,2026-04-05,2026-05-05,active
sub_eb58c6d2,user_00543,Basic,monthly,49000,e_wallet,2026-01-03,2026-02-02,cancelled
sub_0e4483a2,user_00544,Basic,annual,499000,debit_card,2026-02-13,2027-02-13,active
sub_71ad07b2,user_00545,Standard,annual,799000,credit_card,2025-08-15,2026-08-15,cancelled
sub_756e7a44,user_00546,Basic,annual,499000,debit_card,2025-10-19,2026-10-19,cancelled
sub_ff301e08,user_00547,Premium,annual,1199000,credit_card,2025-10-07,2026-10-07,active
sub_2a605132,user_00548,Basic,annual,499000,bank_transfer,2025-11-25,2026-11-25,cancelled
sub_6663b851,user_00551,Basic,annual,499000,e_wallet,2025-05-17,2026-05-17,active
sub_09d8dec5,user_00552,Standard,annual,799000,bank_transfer,2025-06-23,2026-06-23,active
sub_e77c72a6,user_00554,Basic,annual,499000,debit_card,2025-07-22,2026-07-22,active
sub_7c52476c,user_00555,Premium,annual,1199000,bank_transfer,2025-11-06,2026-11-06,active
sub_831dd04f,user_00556,Premium,monthly,119000,bank_transfer,2026-03-05,2026-04-04,expired
sub_77b006a4,user_00557,Basic,monthly,49000,debit_card,2025-04-16,2025-05-16,active
sub_eeffeeb0,user_00558,Basic,annual,499000,e_wallet,2026-01-06,2027-01-06,cancelled
sub_c4008cc7,user_00560,Standard,monthly,79000,debit_card,2026-02-12,2026-03-14,active
sub_f0c71f52,user_00561,Standard,monthly,79000,bank_transfer,2026-03-18,2026-04-17,active
sub_1d1b88ea,user_00562,Premium,annual,1199000,e_wallet,2025-11-06,2026-11-06,active
sub_59102695,user_00564,Premium,monthly,119000,credit_card,2025-11-22,2025-12-22,expired
sub_f7c058af,user_00565,Premium,annual,1199000,credit_card,2026-04-04,2027-04-04,active
sub_5836559a,user_00570,Basic,monthly,49000,debit_card,2025-08-13,2025-09-12,active
sub_9a13401f,user_00571,Premium,monthly,119000,bank_transfer,2026-03-08,2026-04-07,cancelled
sub_ce577042,user_00573,Standard,annual,799000,credit_card,2026-01-21,2027-01-21,active
sub_c9f5e3f1,user_00574,Standard,annual,799000,bank_transfer,2026-03-18,2027-03-18,expired
sub_896c9804,user_00575,Premium,annual,1199000,e_wallet,2026-04-10,2027-04-10,active
sub_7e121509,user_00576,Standard,monthly,79000,e_wallet,2025-08-10,2025-09-09,active
sub_3bbb0fb8,user_00577,Basic,monthly,49000,e_wallet,2026-04-07,2026-05-07,active
sub_59c5e579,user_00578,Basic,monthly,49000,bank_transfer,2026-04-02,2026-05-02,active
sub_a03e0f44,user_00579,Standard,annual,799000,debit_card,2025-07-02,2026-07-02,active
sub_efd1607f,user_00580,Premium,annual,1199000,bank_transfer,2025-11-21,2026-11-21,active
sub_0db9107b,user_00582,Basic,annual,499000,credit_card,2025-08-30,2026-08-30,active
sub_4db8e8e9,user_00583,Premium,annual,1199000,e_wallet,2026-03-06,2027-03-06,active
sub_475d54a6,user_00584,Standard,monthly,79000,e_wallet,2025-07-11,2025-08-10,active
sub_46b5b87f,user_00585,Standard,monthly,79000,e_wallet,2025-10-20,2025-11-19,active
sub_c39654ed,user_00586,Standard,monthly,79000,bank_transfer,2025-12-29,2026-01-28,active
sub_e4a79908,user_00587,Standard,monthly,79000,bank_transfer,2026-02-21,2026-03-23,active
sub_f5dfe111,user_00588,Standard,monthly,79000,e_wallet,2025-12-28,2026-01-27,active
sub_8060de1a,user_00589,Premium,monthly,119000,credit_card,2026-04-08,2026-05-08,active
sub_b41973d1,user_00590,Standard,monthly,79000,credit_card,2025-11-03,2025-12-03,cancelled
sub_4f00e221,user_00591,Premium,annual,1199000,credit_card,2025-08-20,2026-08-20,expired
sub_758045a1,user_00592,Standard,monthly,79000,e_wallet,2026-04-11,2026-05-11,expired
sub_0779ffa0,user_00594,Standard,annual,799000,bank_transfer,2026-02-15,2027-02-15,cancelled
sub_f38c7ea4,user_00595,Premium,annual,1199000,credit_card,2025-08-10,2026-08-10,cancelled
sub_947212b0,user_00597,Standard,monthly,79000,debit_card,2025-07-03,2025-08-02,active
sub_5b06f893,user_00599,Standard,monthly,79000,credit_card,2025-06-10,2025-07-10,active
sub_73f2bc89,user_00601,Standard,monthly,79000,credit_card,2026-02-13,2026-03-15,active
sub_1d009211,user_00602,Basic,monthly,49000,credit_card,2025-04-27,2025-05-27,active
sub_1ce78d8b,user_00603,Standard,annual,799000,credit_card,2025-06-24,2026-06-24,cancelled
sub_d2b4a404,user_00604,Standard,annual,799000,bank_transfer,2025-05-30,2026-05-30,active
sub_ef9d2f4d,user_00605,Standard,monthly,79000,bank_transfer,2025-12-03,2026-01-02,cancelled
sub_38ccdf28,user_00607,Basic,monthly,49000,bank_transfer,2025-05-24,2025-06-23,active
sub_9932f420,user_00608,Basic,annual,499000,credit_card,2025-12-21,2026-12-21,cancelled
sub_f00bbb05,user_00609,Basic,monthly,49000,debit_card,2025-04-29,2025-05-29,expired
sub_bc6bb33e,user_00610,Basic,monthly,49000,debit_card,2025-12-12,2026-01-11,active
sub_b331827b,user_00611,Premium,annual,1199000,e_wallet,2025-10-29,2026-10-29,expired
sub_a4753404,user_00613,Standard,monthly,79000,bank_transfer,2025-04-24,2025-05-24,active
sub_41ef6a22,user_00614,Premium,monthly,119000,e_wallet,2026-03-30,2026-04-29,expired
sub_1eed94cf,user_00615,Basic,annual,499000,debit_card,2026-03-21,2027-03-21,active
sub_901557de,user_00616,Standard,annual,799000,e_wallet,2025-08-31,2026-08-31,active
sub_ee968cb8,user_00618,Standard,annual,799000,bank_transfer,2025-07-08,2026-07-08,cancelled
sub_eeb9ca3a,user_00619,Basic,annual,499000,credit_card,2026-01-06,2027-01-06,cancelled
sub_77b31f5e,user_00620,Premium,annual,1199000,debit_card,2025-06-09,2026-06-09,active
sub_9c3b82a5,user_00621,Basic,monthly,49000,credit_card,2025-09-25,2025-10-25,expired
sub_cb81bb59,user_00623,Standard,monthly,79000,debit_card,2025-06-01,2025-07-01,active
sub_8ec40c1b,user_00624,Premium,annual,1199000,e_wallet,2025-09-01,2026-09-01,active
sub_4c7e1731,user_00625,Standard,monthly,79000,bank_transfer,2025-08-18,2025-09-17,cancelled
sub_ed832009,user_00626,Standard,monthly,79000,bank_transfer,2026-03-11,2026-04-10,active
sub_4c13fd0a,user_00627,Basic,annual,499000,e_wallet,2026-04-09,2027-04-09,active
sub_2e07c8cf,user_00629,Standard,monthly,79000,e_wallet,2025-05-17,2025-06-16,active
sub_a8e6fafb,user_00630,Premium,monthly,119000,credit_card,2026-02-27,2026-03-29,active
sub_ccb03664,user_00632,Basic,monthly,49000,credit_card,2025-10-15,2025-11-14,cancelled
sub_c2507380,user_00633,Standard,monthly,79000,credit_card,2025-10-11,2025-11-10,expired
sub_df2024e2,user_00634,Basic,monthly,49000,e_wallet,2025-05-05,2025-06-04,active
sub_21c0a603,user_00636,Basic,annual,499000,e_wallet,2026-01-09,2027-01-09,active
sub_58b25903,user_00637,Standard,annual,799000,credit_card,2025-11-23,2026-11-23,cancelled
sub_d5c6c8cd,user_00638,Premium,monthly,119000,bank_transfer,2025-07-21,2025-08-20,active
sub_d7c9c0ad,user_00639,Basic,annual,499000,bank_transfer,2026-03-30,2027-03-30,active
sub_6defe9ff,user_00640,Basic,monthly,49000,debit_card,2025-10-12,2025-11-11,active
sub_50de2932,user_00641,Standard,monthly,79000,bank_transfer,2025-06-12,2025-07-12,active
sub_e461c0a5,user_00642,Basic,monthly,49000,e_wallet,2026-01-27,2026-02-26,active
sub_1f312731,user_00643,Basic,annual,499000,debit_card,2025-04-27,2026-04-27,active
sub_2e5219b5,user_00644,Standard,annual,799000,debit_card,2025-10-28,2026-10-28,active
sub_163b05ac,user_00646,Basic,monthly,49000,e_wallet,2025-04-30,2025-05-30,expired
sub_818f1592,user_00647,Standard,monthly,79000,credit_card,2025-06-03,2025-07-03,cancelled
sub_9262eef2,user_00648,Basic,annual,499000,credit_card,2025-04-17,2026-04-17,expired
sub_51c0470c,user_00650,Premium,annual,1199000,debit_card,2026-01-08,2027-01-08,active
sub_144a7528,user_00651,Premium,annual,1199000,e_wallet,2025-08-02,2026-08-02,expired
sub_5a7a1de0,user_00652,Premium,monthly,119000,e_wallet,2025-05-16,2025-06-15,active
sub_42647db3,user_00653,Standard,annual,799000,credit_card,2026-01-23,2027-01-23,cancelled
sub_50379ccf,user_00654,Basic,annual,499000,e_wallet,2026-01-31,2027-01-31,active
sub_73a1e56b,user_00656,Basic,monthly,49000,debit_card,2026-02-20,2026-03-22,cancelled
sub_3a98f838,user_00657,Standard,annual,799000,debit_card,2025-07-12,2026-07-12,active
sub_42bbe8e0,user_00658,Premium,annual,1199000,debit_card,2026-02-22,2027-02-22,expired
sub_dc4a2f7b,user_00659,Standard,monthly,79000,bank_transfer,2025-12-20,2026-01-19,active
sub_69365e2e,user_00660,Premium,monthly,119000,credit_card,2025-12-31,2026-01-30,active
sub_ea55ee7c,user_00662,Premium,annual,1199000,bank_transfer,2026-04-02,2027-04-02,active
sub_8800b66e,user_00665,Basic,annual,499000,e_wallet,2026-03-01,2027-03-01,expired
sub_3fb76164,user_00666,Basic,monthly,49000,debit_card,2025-11-22,2025-12-22,expired
sub_2c0ba652,user_00668,Basic,monthly,49000,debit_card,2025-10-22,2025-11-21,active
sub_a46d21ff,user_00669,Standard,annual,799000,e_wallet,2025-08-29,2026-08-29,active
sub_a3b2c7db,user_00670,Premium,monthly,119000,bank_transfer,2025-11-28,2025-12-28,active
sub_3563eaba,user_00672,Standard,annual,799000,credit_card,2025-07-09,2026-07-09,active
sub_562b636d,user_00673,Premium,monthly,119000,debit_card,2025-05-09,2025-06-08,active
sub_af5a62d6,user_00675,Premium,annual,1199000,credit_card,2025-11-28,2026-11-28,expired
sub_908e7ebd,user_00676,Standard,monthly,79000,e_wallet,2025-12-23,2026-01-22,expired
sub_f4478ea7,user_00677,Standard,annual,799000,e_wallet,2025-09-17,2026-09-17,active
sub_5c80a5ba,user_00678,Basic,monthly,49000,bank_transfer,2026-01-21,2026-02-20,cancelled
sub_60fc2632,user_00679,Basic,annual,499000,credit_card,2025-12-08,2026-12-08,active
sub_ccccc57c,user_00681,Standard,annual,799000,debit_card,2025-08-14,2026-08-14,active
sub_2b100c39,user_00682,Standard,monthly,79000,credit_card,2026-02-23,2026-03-25,active
sub_6b663b37,user_00684,Premium,monthly,119000,bank_transfer,2025-08-09,2025-09-08,cancelled
sub_09ed8dfe,user_00686,Standard,annual,799000,e_wallet,2025-07-10,2026-07-10,expired
sub_2aee5f80,user_00687,Basic,monthly,49000,credit_card,2025-07-15,2025-08-14,active
sub_2ea42956,user_00688,Basic,annual,499000,credit_card,2025-10-13,2026-10-13,active
sub_afc918a9,user_00689,Basic,monthly,49000,e_wallet,2025-11-16,2025-12-16,active
sub_8fbddbb8,user_00691,Standard,monthly,79000,credit_card,2026-01-18,2026-02-17,active
sub_2dd08b9a,user_00693,Standard,annual,799000,bank_transfer,2025-07-26,2026-07-26,active
sub_b0cd260f,user_00695,Standard,annual,799000,debit_card,2026-02-16,2027-02-16,cancelled
sub_e95c7969,user_00696,Standard,monthly,79000,debit_card,2026-01-23,2026-02-22,cancelled
sub_1f2a772a,user_00697,Premium,monthly,119000,debit_card,2025-08-25,2025-09-24,expired
sub_bad7c81d,user_00698,Standard,monthly,79000,e_wallet,2025-11-10,2025-12-10,active
sub_d58ef6a0,user_00699,Premium,annual,1199000,debit_card,2026-01-01,2027-01-01,expired
sub_14f528e8,user_00700,Basic,annual,499000,credit_card,2026-02-23,2027-02-23,active
sub_7d9fd555,user_00701,Basic,annual,499000,e_wallet,2025-05-08,2026-05-08,active
sub_ef8ea003,user_00702,Premium,annual,1199000,credit_card,2025-05-29,2026-05-29,cancelled
sub_3b37f03a,user_00703,Premium,monthly,119000,debit_card,2025-08-01,2025-08-31,active
sub_0e2818ab,user_00704,Basic,annual,499000,e_wallet,2025-07-29,2026-07-29,cancelled
sub_d41d5225,user_00705,Standard,monthly,79000,credit_card,2026-02-06,2026-03-08,expired
sub_8697b274,user_00706,Premium,monthly,119000,e_wallet,2025-09-20,2025-10-20,active
sub_cfa233b8,user_00707,Basic,monthly,49000,debit_card,2026-01-15,2026-02-14,cancelled
sub_b6f838cf,user_00708,Standard,monthly,79000,credit_card,2025-09-25,2025-10-25,cancelled
sub_73cb785d,user_00710,Standard,monthly,79000,e_wallet,2026-01-16,2026-02-15,expired
sub_a95d34e6,user_00711,Premium,monthly,119000,credit_card,2025-06-10,2025-07-10,expired
sub_2ae1ec4c,user_00712,Standard,annual,799000,bank_transfer,2025-06-09,2026-06-09,cancelled
sub_44f20a69,user_00713,Standard,annual,799000,e_wallet,2026-04-03,2027-04-03,expired
sub_7c9d499f,user_00714,Premium,annual,1199000,bank_transfer,2025-05-21,2026-05-21,expired
sub_062f5a30,user_00716,Standard,monthly,79000,bank_transfer,2026-01-10,2026-02-09,active
sub_112ffb83,user_00718,Premium,monthly,119000,credit_card,2025-08-25,2025-09-24,expired
sub_6acc7077,user_00719,Standard,annual,799000,credit_card,2025-08-18,2026-08-18,expired
sub_d0aa2741,user_00720,Premium,monthly,119000,debit_card,2026-01-02,2026-02-01,expired
sub_49cf23b5,user_00722,Premium,monthly,119000,bank_transfer,2026-04-05,2026-05-05,expired
sub_328936e2,user_00726,Basic,annual,499000,bank_transfer,2026-04-04,2027-04-04,active
sub_5c169e46,user_00727,Standard,monthly,79000,bank_transfer,2025-09-04,2025-10-04,active
sub_7adad3c0,user_00728,Basic,annual,499000,bank_transfer,2025-06-02,2026-06-02,active
sub_ecd6e5a8,user_00729,Standard,annual,799000,debit_card,2025-08-15,2026-08-15,active
sub_4eee6c42,user_00730,Basic,monthly,49000,credit_card,2026-02-24,2026-03-26,active
sub_ae085da4,user_00731,Premium,annual,1199000,debit_card,2026-02-01,2027-02-01,cancelled
sub_c8872ef3,user_00732,Basic,monthly,49000,bank_transfer,2026-04-09,2026-05-09,active
sub_5297da6f,user_00733,Standard,monthly,79000,e_wallet,2025-04-28,2025-05-28,active
sub_6743d097,user_00734,Standard,annual,799000,credit_card,2025-09-23,2026-09-23,active
sub_94ea48fd,user_00735,Premium,annual,1199000,credit_card,2025-12-24,2026-12-24,active
sub_ca2c6185,user_00737,Basic,monthly,49000,e_wallet,2026-03-29,2026-04-28,expired
sub_e65aa8f8,user_00738,Standard,annual,799000,bank_transfer,2025-07-21,2026-07-21,active
sub_d9ceda5b,user_00742,Premium,monthly,119000,e_wallet,2026-03-22,2026-04-21,expired
sub_629db405,user_00743,Premium,monthly,119000,bank_transfer,2025-05-23,2025-06-22,active
sub_1f4052c2,user_00745,Premium,monthly,119000,credit_card,2025-06-29,2025-07-29,active
sub_1444f1c1,user_00746,Premium,annual,1199000,e_wallet,2025-11-22,2026-11-22,active
sub_e7e6534b,user_00747,Standard,annual,799000,credit_card,2025-09-15,2026-09-15,active
sub_17776d43,user_00749,Basic,annual,499000,debit_card,2025-08-03,2026-08-03,active
sub_9a4e15d0,user_00751,Standard,annual,799000,credit_card,2025-08-27,2026-08-27,active
sub_e95d9442,user_00752,Standard,monthly,79000,debit_card,2026-01-06,2026-02-05,active
sub_ca97d357,user_00753,Standard,monthly,79000,credit_card,2026-01-28,2026-02-27,active
sub_7846fcf0,user_00754,Standard,annual,799000,debit_card,2026-01-31,2027-01-31,active
sub_e7cafcb3,user_00756,Basic,monthly,49000,e_wallet,2025-10-23,2025-11-22,expired
sub_ddbc2a07,user_00759,Premium,monthly,119000,debit_card,2025-12-06,2026-01-05,active
sub_a3a8a03e,user_00760,Basic,annual,499000,bank_transfer,2025-11-01,2026-11-01,cancelled
sub_1d587db8,user_00762,Premium,monthly,119000,debit_card,2025-10-02,2025-11-01,active
sub_e96a7f73,user_00763,Basic,monthly,49000,debit_card,2025-07-06,2025-08-05,active
sub_dc982970,user_00766,Standard,monthly,79000,bank_transfer,2026-01-15,2026-02-14,active
sub_cbea76d6,user_00767,Basic,annual,499000,credit_card,2025-05-04,2026-05-04,active
sub_95b2de28,user_00768,Premium,annual,1199000,credit_card,2025-12-10,2026-12-10,active
sub_d7a1da66,user_00770,Premium,annual,1199000,debit_card,2025-06-06,2026-06-06,active
sub_8c2f4649,user_00773,Basic,annual,499000,e_wallet,2025-05-19,2026-05-19,active
sub_385b050c,user_00774,Standard,annual,799000,credit_card,2025-08-13,2026-08-13,active
sub_e303599e,user_00775,Standard,annual,799000,e_wallet,2025-10-02,2026-10-02,active
sub_a3b80f5b,user_00776,Premium,annual,1199000,e_wallet,2025-10-26,2026-10-26,active
sub_6bb8ba1f,user_00777,Standard,annual,799000,debit_card,2026-02-16,2027-02-16,active
sub_1bfd3723,user_00778,Basic,monthly,49000,e_wallet,2025-08-08,2025-09-07,active
sub_4693052f,user_00779,Basic,annual,499000,credit_card,2025-05-09,2026-05-09,active
sub_7b6dd261,user_00780,Standard,monthly,79000,e_wallet,2025-10-30,2025-11-29,active
sub_49da5909,user_00781,Basic,monthly,49000,bank_transfer,2025-10-31,2025-11-30,active
sub_23d9a2fd,user_00783,Basic,annual,499000,debit_card,2025-06-06,2026-06-06,active
sub_dab44aac,user_00784,Basic,monthly,49000,bank_transfer,2025-09-07,2025-10-07,active
sub_9696a308,user_00785,Basic,monthly,49000,bank_transfer,2026-03-15,2026-04-14,expired
